id,column,annotation,noise_type
7312113109848575234.mp4_scene_5,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Medium close up"". The subject (the text on the paper) takes up most of the frame from the head to the shoulders, and there are no other discernible subjects or background elements.",Invalid label
7312113109848575234.mp4_scene_6,shot_scale_vlm_1a_09_tuple,"('Uncertain', 'The image appears to be focused on text and symbols rather than a single subject or background, making it difficult to classify as a shot scale without more context or visual information about the frame's composition.)",Tuple format error
7312113109848575234.mp4_scene_6,shot_scale_vlm_1b_09_tuple,"('CU', 'The shot focuses on a close-up view of a sticker with text and an Israeli flag, making it difficult to determine the scale without more context or additional shots.)",Tuple format error
7312113109848575234.mp4_scene_6,shot_scale_vlm_1c_09_tuple,"('Medium close up', 'The subject is framed from the head up and takes up most of the frame, with a focus on text and symbols related to the Israeli flag and military.)",Tuple format error
7312113109848575234.mp4_scene_7,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Close up'.,Invalid label
7312113109848575234.mp4_scene_8,shot_scale_vlm_1c_09_tuple,"('Medium close up', 'The frame focuses on a book with text that reads ""Human life"", which takes up most of the space and is the main subject of the shot.)",Tuple format error
7312113109848575234.mp4_scene_8,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Close up'.,Invalid label
7312113109848575234.mp4_scene_9,shot_scale_vlm_1c_06,Uncertain.,Invalid label
7312113109848575234.mp4_scene_9,shot_scale_vlm_1c_07,Uncertain.,Invalid label
7312113109848575234.mp4_scene_9,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be an empty frame with no discernible subject or focus, showing only the setting or environment. However, the presence of text and a partial view of a piece of paper suggests that there might be a subject in the background or on the paper itself. Without more context, it is difficult to determine the exact shot scale.",Tuple format error
7312113109848575234.mp4_scene_9,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Medium full shot'.,Invalid label
7312113109848575234.mp4_scene_10,shot_scale_vlm_1b_04_tuple,"('WS', 'The frame shows an open book with text ""Purity of Arms"" on it, but no discernible subject or focus beyond the book itself, indicating a wide shot where the background (the wooden surface) is more prominent than the subject.)",Tuple format error
7312113109848575234.mp4_scene_10,shot_scale_vlm_1b_09_tuple,"('Empty', 'uncertain')",Motivation too short
7312113109848575234.mp4_scene_10,shot_scale_vlm_1c_09_tuple,"('Medium close up', 'The image focuses on a book with text, occupying most of the frame from head to shoulders, making it a medium close-up shot.)",Tuple format error
7312113109848575234.mp4_scene_10,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Close up'.,Invalid label
7312113109848575234.mp4_scene_11,shot_scale_vlm_1c_09_tuple,"(Uncertain, Motivation) - The image appears to be an empty frame with no discernible subject or focus. However, there are some lines on a piece of paper that could potentially be the subject of the shot. Without more context or visual elements, it is difficult to classify this shot scale accurately.",Tuple format error
7312113109848575234.mp4_scene_11,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Medium close up'.,Invalid label
7312113109848575234.mp4_scene_12,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Close up"".",Invalid label
7314381277094743298.mp4_scene_1,shot_scale_vlm_1b_06,CU (Close-Up),Invalid label
7314381277094743298.mp4_scene_1,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Medium shot"". The subject, an elderly man, is framed from the waist up and takes up most of the frame.",Invalid label
7314381277094743298.mp4_scene_2,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Close up"". The subject (a person) is framed from the head up to the shoulders and takes up most of the frame.",Invalid label
7314381277094743298.mp4_scene_3,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Close up"".",Invalid label
7314381277094743298.mp4_scene_4,shot_scale_vlm_1b_06,CU (Close-Up),Invalid label
7314381277094743298.mp4_scene_4,shot_scale_vlm_1b_07,CU (Close-Up),Invalid label
7314381277094743298.mp4_scene_4,shot_scale_vlm_1b_08,CU (Close-Up),Invalid label
7314381277094743298.mp4_scene_4,shot_scale_vlm_1c_10_filler,The shot scale of this still image is a Close up.,Invalid label
7314381277094743298.mp4_scene_5,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Medium close up"". The subject (the person wearing the jacket) takes up most of the frame from head to shoulders, and the background is blurred.",Invalid label
7314381277094743298.mp4_scene_6,shot_scale_vlm_1c_10_filler,The shot scale of this still image is a Close Up.,Invalid label
7314381277094743298.mp4_scene_7,shot_scale_vlm_1b_06,WS (Wide Shot),Invalid label
7314381277094743298.mp4_scene_7,shot_scale_vlm_1b_07,WS (Wide Shot),Invalid label
7314381277094743298.mp4_scene_7,shot_scale_vlm_1b_08,WS (Wide Shot),Invalid label
7314381277094743298.mp4_scene_7,shot_scale_vlm_1b_10_filler,"The shot scale in this image is a Medium Shot (MS). The subject, which appears to be a group of people, is framed from the waist up and takes up most of the frame. The background includes some debris and structures, but they are not as prominent as the subjects themselves.",Invalid label
7314381277094743298.mp4_scene_7,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is 'Medium shot'. The subject (people in the scene) is framed from the waist up, and the background is visible but not as prominent as in a wide shot.",Invalid label
7314381277094743298.mp4_scene_8,shot_scale_vlm_1b_07,CU (Close-Up),Invalid label
7314381277094743298.mp4_scene_8,shot_scale_vlm_1c_08,Medium shot.,Invalid label
7314381277094743298.mp4_scene_8,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Medium shot"".",Invalid label
7314381277094743298.mp4_scene_9,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Medium shot"".",Invalid label
7314381277094743298.mp4_scene_10,shot_scale_vlm_1c_10_filler,The shot scale of this still image is a Close Up.,Invalid label
7314381277094743298.mp4_scene_11,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Medium shot"". The subject (a person) is framed from the waist up, and the background is visible but not as prominent as in a wide shot.",Invalid label
7314381277094743298.mp4_scene_12,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Medium full shot'.,Invalid label
7314381277094743298.mp4_scene_13,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Close up"".",Invalid label
7314381277094743298.mp4_scene_14,shot_scale_vlm_1b_10_filler,"The shot scale in this image is a CU (Close-Up). The subject, Eitan Horn, is framed from the head up to the shoulders and takes up most of the frame.",Invalid label
7314381277094743298.mp4_scene_15,shot_scale_vlm_1c_09_tuple,"('Medium close up', 'The image focuses on a poster with a man's face and text, taking up most of the frame from head to shoulders, making it a medium close-up shot.)",Tuple format error
7314381277094743298.mp4_scene_15,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Close up'.,Invalid label
7314381277094743298.mp4_scene_16,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Close up"".",Invalid label
7314381277094743298.mp4_scene_17,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Close up"".",Invalid label
7314381277094743298.mp4_scene_19,shot_scale_vlm_1c_07,Medium shot.,Invalid label
7314381277094743298.mp4_scene_19,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Close up"".",Invalid label
7314381277094743298.mp4_scene_20,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Medium shot"". The subject, a person speaking into a microphone, is framed from the waist up and takes up most of the frame.",Invalid label
7314381277094743298.mp4_scene_21,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Close up'.,Invalid label
7314381277094743298.mp4_scene_22,shot_scale_vlm_1a_09_tuple,"('Uncertain', 'Motivation')",Motivation too short
7314381277094743298.mp4_scene_22,shot_scale_vlm_1b_09_tuple,"('Empty', 'uncertain')",Motivation too short
7314381277094743298.mp4_scene_22,shot_scale_vlm_1c_09_tuple,"('Medium close up', 'The image shows two faces from the chest up, with no background details visible, indicating a close-up shot.)",Tuple format error
7314381277094743298.mp4_scene_22,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Medium close up'.,Invalid label
7314381277094743298.mp4_scene_23,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Medium shot"".",Invalid label
7314381277094743298.mp4_scene_25,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Close up"".",Invalid label
7311325442626047233.mp4_scene_1,shot_scale_vlm_1c_10_filler,The shot scale of this still image is a Close up.,Invalid label
7309917666364493057.mp4_scene_1,shot_scale_vlm_1a_09_tuple,"('Empty', 'Motivation: The frame is completely black with no visible subject or focus, only showing the setting or environment. There are no discernible objects or characters present within the shot.)",Tuple format error
7309917666364493057.mp4_scene_1,shot_scale_vlm_1b_09_tuple,"('Empty', 'Motivation: The frame is completely black with no visible subject or focus, only showing the setting or environment without any background details.)",Tuple format error
7309917666364493057.mp4_scene_1,shot_scale_vlm_1c_09_tuple,"(Uncertain, Motivation: The image appears to be an empty frame with no discernible subject or focus, showing only a black background and text. However, without additional context or visual elements, it's difficult to classify the shot scale accurately.)",Tuple format error
7309917666364493057.mp4_scene_2,shot_scale_vlm_1c_06,Uncertain.,Invalid label
7309917666364493057.mp4_scene_2,shot_scale_vlm_1c_07,Uncertain.,Invalid label
7309917666364493057.mp4_scene_2,shot_scale_vlm_1c_08,Uncertain.,Invalid label
7309917666364493057.mp4_scene_3,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Medium shot"". The subject (a person in military uniform) is framed from the waist up, with the background being less prominent.",Invalid label
7309917666364493057.mp4_scene_4,shot_scale_vlm_1a_09_tuple,"('Uncertain', 'The image appears to be a still from a film or documentary, which makes it difficult to determine the shot scale without more context about the framing and composition of the shot within the video.)",Tuple format error
